file_name,global_trap_id,tpc,adc,ch_list,PE_meas,PE_meas_noLTcr,PE_exp,PE_exp_noLTcr
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,243,6,6,"[8, 9]",16109.313011169434,6204.574222564697,1009299.6270625646,1009299.6270625646
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,244,6,6,"[10, 11, 12, 13, 14, 15]",8105.169101715088,3084.2938194274902,312039.26086553046,312039.26086553046
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,245,6,6,"[10, 11]",6389.732355117798,2274.7267837524414,234328.22978743826,234328.22978743826
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,246,6,6,"[12, 13]",6239.562824249268,1668.1520080566406,210031.42158721254,210031.42158721254
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,247,6,6,"[14, 15]",1792.8234748840332,473.41191482543945,507404.9691031165,507404.9691031165
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,248,6,6,"[20, 21, 22, 23, 24, 25]",1631.475341796875,305.6746482849121,301984.03206466604,301984.03206466604
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,249,6,6,"[20, 21]",9591.568435668945,2265.8821754455566,257186.03024573604,257186.03024573604
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,250,6,6,"[22, 23]",8756.787199020386,1985.247709274292,295160.97758865356,295160.97758865356
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,251,6,6,"[24, 25]",13700.19367980957,2447.3791275024414,1263488.8257340451,1263488.8257340451
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,252,6,6,"[26, 27, 28, 29, 30, 31]",9623.544780731201,1846.1685256958008,468923.212730341,468923.212730341
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,253,6,6,"[26, 27]",8082.019886016846,2900.017997741699,283134.2743832448,283134.2743832448
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,254,6,6,"[28, 29]",7239.236186981201,2671.1890144348145,239880.51657343766,239880.51657343766
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,255,6,6,"[30, 31]",5591.06950378418,1647.1015167236328,554305.6408326862,554305.6408326862
